,0
314,"
Date: 7rd October
Embassy: Karachi
Status: Refused
Don't remember the exact sequence but this was all the questions asked!
Vo: 
give me your passport and I20
VO: What degree are you going to get?
Me: Masters in Engineering Management.
VO: why this university ( St.cloud State University)?
Me: Two main reasons, firstly it offers cources such as Supply chain management, six sigma  and global engineering management which align to what i have been doing since last 2 year at my company (mentioned company name).
Secondly my brother is also studying in the same university and he recommended me this course.
VO: what's your plan after masters?
Me: implement what i have learned and work in the same place i am currently working.
VO: So you are working since last 2 years in the same company?
me: Yes
VO: You have done your bachelors in what?
Me: Electrical engineering.
VO: Who's sponsoring you?
Me: I have my saving since the last couple of years and the remaining my father is helping me.
VO: Your Visa is rejected on the bases of 214B and handed over me a white paper.
Please approve! I want feedback for my next step.
"
315,"
Visa Status: refused 214(b)
University: University of North Texas
Date: 20th May 2022
Visa Type: F1 & F2
Me: 
Good Morning
VO: Good Morning
VO: Pass me your documents
Me: Passed 
VO: Put your fingers on the scanner
Me: did
VO: why are you going US?
Me: To studying IELI
VO: Why IELI, you are talking in English than why are you going for US ?
Me: I can speak English but my accent is not good and I can't talk in English fluently
VO: who is going to pay for your rest of expenses?
Me: My Brother in law and My Mother is supporting me
VO: Why you choose this state ?
Me: Because my sister is living in the same state
VO: How she gone from Pakistan ?
Me: Told
VO: Why this Uni ?
Me: It's in top 10 universities in Texas
VO: In how many Universities have you applied ??
Me: I applied in 3 Universities
VO: Which 3 of them ?
Me: UTT, UNT & UTD
VO: Why you select this Uni ?
Me: Because I got a quick response from them
VO: Are you taken your family with you ?
Me: Yes 
VO: Currently where are you doing job ?
Me: I am doing job in xyz as a Production Lead
VO: Why are you leaving your job ?
Me: I am not leaving my job, I have taken a 1 year leave from my organization
VO: He keep typing something on the screen for 2-3 minutes and than said i am sorry sir you are not eligible for the immigration process and handed over my,my wife and my daughter passport
Although he was very nice to me during all the interview but at last it's not good enough for me, I didn't satisfied him from my words and he didn't ask for any document from me except my Passport
Please guide what I have done wrong in my interview 
#VisaRefused
"
316,"
22.12.21 
First attempt 
Adelphi uni
Pathway 
Approved 
Questions asked: 
Why US? 
Why this Uni?
Who is your sponsor? 
What is the occupation of your sponsor? 
Have you ever been to the US? 
Vo was a lady 
Isb embassy.
"
317,"
I saw that if you are accepted in ucla or any top university you get your visa approved even on the worst interview ever. So is it actually like that? Does the university's credibility matters?
"
318,"
VISA GOT APPROVED
23rd June 2021
Islamabad
Time: 9:00 am but interview started at 10
 (My 
program is PhD in curriculum and instruction within Science Education from Virginia Tech. 100% assistantship, I dint show any statement because my graduate teaching asshistantship for one year on my I-20 is greater than my one year expense)
VO: Good morning, I ll take your fingerprints first. (After that procedure interview started)
VO: Please pass me your passport and I-20
Me: sure
VO: Why you going to US?
Me: To pursue my PhD in curriculum and instruction
VO: sorry? What did you say?
Me: Curriculum and instruction and my area of concentration is Science Education
VO: Can you explain what is that, sorry I'm confused about your program, how it will help you?
Me: Curriculum and instruction is my major which offers 14 different areas of concentration and ""Science Education"" is one of them. I chose this aea bcx it will broaden my current knowledge and experience also it ll help me improve myself scientifically and technologically to make a positive contribution in my community when I ll be back.
VO: Ok...so it's related to ""Education"".
Me: yes
VO: so you wana be teacher?
Me: A kind of...but I'm more interested to work as a trainer, bcx during my work as a trainer I ve realized that Pakistan is really deprived of providing professional development opportunities to the teachers. So I can better utilize my learning this way and cascade my knowledge to the maximum teachers so maximum students can get benefit from it.
VO: interrupted. Ok, Ok, your visa is approved.
Note: I also have US travel history once in 2019 in a fully funded program by Regional English Language Office of US embassy Islamabad.
I took a big heavy file with me but VO dint ask for any additional documents.
"
319,"
Need Guidance!
I have been accepted into the following universities for MS in Mechanical Engineering:
1. Clemson University (South Carolina)
2. Illinois Institute of Technology - Chicago
Which one would be the best to go with?
"
320,"
Visa status approved
Type: F1
Time and date: 10:30 am, 6th March, 2023
Embassy: Isl
VO: an american young lady
VO: 
Which university are you applying for?
Me: University of cumberlands.
VO: And why did you choose this?
Me: The information technology department there is offering some advanced courses like data mining, data analysis and information security as well. Also during my last visit to USA in 2020, I visited this university and really liked the whole environment there.
VO: With whom did you visit? With your family?
Me: With my brother. He has done his Phd from there.
VO: From the same university?
Me: Yes. 
VO: Does this university has a trimester system?
Me: No, it has two semesters per year.
VO: When are the classes starting?
Me: From 9th May.
VO: who will be paying your tuition fee?
Me: My brother.
VO: The one who did his phd there?
Me: Yes.
VO: Is he working there?
Me: Yes. He's working at facebook.
VO: How many siblings do you have in the USA?
Me: 3 umm 2 sisters and 1 brother.
VO: Are your sisters working there?
Me: No.
VO: Then how did they go there? Are they immigrants there?
Me: No, they aren't the immigrants. Their husbands applied for their spouse visa. That's how they went there.
VO: Do you have any siblings here in Pakistan?
Me: No. Only my parents live here.
VO: Are you currently working?
Me: No
VO: What are your plans after completing masters?
Me: I've planned to come back here to my husband and his family.
VO: Husband? Whooo(in a shocked way)
When did you marry?
Me: In october 2022.
VO: Doesn't your husband want to go with you?
Me: No. He doesn't want to go. He's already working here.
VO: What does your husband do?
Me: He's a software engineer at Naeman.
VO: Won't he have any problem with you going?
Me: No. It's just about two years. 
VO: In what course you've done your bachelors?
Me: In software engineering.
VO: So, you graduated last year?
Me: Yes. I graduated in september 15th.
VO: What did you do after graduation? Were you working somewhere?
Me: No. It's just been 5 months since I graduated. During this time, I got married and started applying for universities.
VO: Okay.. so what's your brother's name who will be paying for you?
Me: (provided name)
VO: By any chance do you have his passport number with you?
Me. No. But I do have his contact details with me.
VO: It's ok. That's not needed.
VO: Do you know his date of birth?
Me: (nodded me head) It's 3rd september.
VO: And year?
Me: Ummm.. he would me 30 by now I guess. 
VO: (smiled and typed) 
Me: He's 13 years older then me so he would be 35 yes.
VO: (typed while smiling) okayy 35.
VO: Ok so you can wait while you get a call. My colleague will be asking you some questions shortly.
Colleage: Pass me all the documents you have with you.
Me: ( passed him my brother's bank statement, affidavit,  letter of support,  proof of his employment there and a marriage certificate)
Colleage:(by looking at letter of support) Who are these to you?
Me: My brother and his wife. 
Colleage: (while looking at marriage certificate) How long you've been married?
Me: (told him the date)
Colleage: (looked through all the documents) Ok so wait here for a while, I'll be back to you shortly.
(After 20-25 mins)
Colleage: You can go back to your counter where intially your interview took place.
(The hall went completely empty, I was the only one except guards. Shortly, VO came to the counter)
VO: Ok so, you can take these documents back and we've approved your visa. (Passed me the blue slip while smiling)
Me: thank you. (Smiled back)
VO: Enjoy your stay with your family. (Said happily)
( For most of the time, she kept looking and typing at the screen. Didn't look at me for longer than a second or two during each of my answers. Also my answers were brief and to the point so she didn't have to look for long either.
I kept an eye contact during the whole interview and also maintained a bit smile throughout my interview though it went quite long and I had to wait a lot in between too.
I had a plus point of already having a visit visa so I used that in start while answering the question of why I chose that uni. As I heard that the VO may have not gone through all your data so you should convey them such info yourself.
Though my answers were not in detail but i did prepare myself for any type of detail. I made a list of all possible questions and prepared the detailed answers then filtered out the important information only.  Saved the detail for only the case if they themselves ask me to go into.
You should definitely have all the information about the university you're applying to. They should not get the idea that you've selected a university without doing any proper research)
"
321,"
Hello,
I am from Pakistan. I have recently been accepted into Bard College’s Masters program, and received a financial aid award that does not cover personal, food and travel expenses (along with other services and amenities). I wanted to write here to ask about alternative sources of funding (both International/American and Pakistani) that could help me finance my graduate study in the United States/at Bard and cover the remaining costs. I have spoken to their financial aid 
officer, but thought it might be worth a shot, to ask here and get your suggestions. 
Thank you very much.
"
322,"
Date: 6th july, 2022
Visa Refused (214b)
Applied for bachelors in chemistry.
Previous Education:FSC
Ielts: 6.5 Bands
 
Also i got scholership of 10000 dollar annual which was almost 40 thousand of whole programe from university...
(Lady officer was very rude she rejected all students that were in the line)
VO. What is your age?
Ans told
VO. why you not doing anything after completing your last degree?
Ans. My degree was completed in 2020 and after that i started preparing for ielts and....(did not let me answer and asked next question)
VO. Sponcer is your father?
Ans yes his name is..(she did not let me talk)
VO. What does he do?
Ans. He is a businessman he own....(she cut it again and rejected n)i was jst going to put my fathers business card but she was not intrested in any document not even let me answer any question and not even ask about why usa or why this uni or whats your future plan or any doc she jst ask 3 questions and thats it....i was very confident..i had all the documents everything was perfect but she was rude and agry at everyone....
"
323,"
Hello Everyone. I got an offer letter from Oregon State University for a Ph.D. Position. It's a fully funded offer (Stipend+Graduate assistantship position). 
Please share will they ask for a bank statement during the visa interview? If yes then how much amount should one have in it? Also please share what type of questions they will ask.
"
324,"
2nd Attempt 
Date: 23rd June 
Status: Refused 
Officer: infamous Chinese Officer 
Karachi Consulate
——
VO: So you’re working? 
A: Yes, as an assistant Account 
VO: Why do you want to the United States? 
A: Want to pursue my Bachelors in Business Management majors in Management & Entrepreneurship. 
VO: Who’s going to pay for your tuition? 
A: My father will be paying for it and told his profession. 
VO: What does he do? 
A: Told about his business 
VO: So he the manufacturer or the importer? 
A: Manufacturer and supply to the local vendors in Pakistan. 
VO: You still didn’t qualify for the visa. Thank you. 
I even asked is there anything wrong with my profile? But he wasn’t willing to answer anything. 
What do you suggest? I didn’t stuck anywhere. Did my homework on my course, read the course outline but the conversation didn’t go about my course. 
Do you think that I should again apply in the same consulate or should I go for the Islamabad Embassy?
"
325,"
Visa interview experience:
Islamabad Embassy
15th July 2022 at 9am
Visa 
#rejected
 u/s 214(b)
Yellow slip
VO: Why Bay atlantic university?
Me: couple of months back I was searching for my desired course and specialization.  As I work for a public department, FBR, I am looking forward to get into the Policy Wing of FBR. for which I need to pursue a management degree with some policy related courses So I found my desired course which is MBA in Global affairs at Bay Atlantic university and successfully secured my admission.
VO: You are from Karachi. Why are you here for an interview?
Me: Actually I was on a short leave from my employer on account of Eid UL Adha. So was suppose to stay a couple of days more in Islamabad. And the earliest date for interview available was 15 July so I schedule my interview here at Islamabad.
VO: Who is your sponsor?
Me: My father is my sponsor. But I have my own funds too. I also own some moveable and immoveable assets like cars and lands.
VO: what your father do?
Me: He is working as sports coordinator and Administrator at one of the reputable university in Karachi.
VO was a male aged officer with long beard.
"
326,"
Got my US visa approved today.
Intended program: Masters in Business Analytics
Institute: Mercer University
Questions:
Why 
did you choose this program?
Have you applied anywhere else?
What does your father do?
How are you going to fund your education?
Got approval after these questions. I wasn't asked for any further documents or proofs.
Academic background:
BS(CS) from FAST, 2.3 CGPA.
GRE: Not Required.
Credits:
The CGPA is lower than the mentioned eligibility criteria, but I applied through Uniguide Consultants, and they actually have contacts with the representatives of several universities in the US, and my entire application+visa case was handled through them.
"
327,"
I would like to share my interview experience
Visa Type: F1
Date: 20.May.2022
Status: Refused
The 
VO didnt even ask any questions as such.
VO: please pass me your docs
VO: place your fingers and thumbs for impression
.
VO: You already have a degree?
Me: No, i have a diploma in culinary arts
VO: You’re currently studying? 
Me: Yeah i am studying bba from iqra university 
VO: Oh so is it the same course or another one? 
Me: No its the same degree i.e; bachelor in business management , im transferring it
VO: How did you learn about this university
Me: Through the internet and research
VO: What are your plans after you graduate?
Me: It is my dream to open my restaurant business here in pak. So once ill be done with my graduation i am planning to return to my home country and open my finest restaurant here in Pakistan.
VO: *after longgg typing* You’re not found eligible enough. Here s the paper. You can read the reason on it. (Refusal under 214(b))
Thankyou
"
328,"
Hello everyone.
Applied for student F1 and F2 visa . Interview on 2nd March 2023
Status: rejected.
Officer: Which university you’re going for?
I answerd.
Officer: how many univs you’ve applied ?
I told her that I’ve applied in another university as well and I got the positive response from that univ but I got my I-20 first from this university so I’m going for it.
Officer: tell me about university’s MBA program?
I told her about courses and how it exactly matches my interest. 
Officer: what you’ll going to research? 
I told her that my field is HR so im gonna research on some talent management components.
Officer : who’s sponsoring you?
I told her my Father In Law 
Officer to my husband: Your father ?
Husband: Yes
Officer: what does he do?
Husband: he has business and a government employee.
Officer? What kind of business ?
My husband told.
Officer: what do you do?
Husband told her about his position and organisation.
Officer : what kind of org is this?
Husband: it’s engineering and management org. 
Officer: you’re not qualified you can re apply .
Can some please guide the issue?
"
329,"
visa experience 9th june (approved)
vo: hi, how are u 
me: good and u
vo: good. are u from the yes program?
me: yess
vo: 
why are you going to loyola
me: the best uni in terms of multiple factors amongst the unis i applied to
vo: where else did u apply
me: told 3 other places
vo: only 3 places?
me: no those are the places i got accepted in. it has the best business school
vo: ok. so u wanna study business? but it says general studies 
me: ya idk what i wanna study it allows me to declare my major ina while
vo: ohh nice 
few seconds later .. approved 
the interview also took like 1 min max
"
330,"
VISA APPROVED on 18 March 2022
Passport received on 26 March 2022
US Embassy, ISLAMABAD
Interview time: 9.00 AM.
Applied to University of North Texas by submitting only application fee 70$ and received I 20 and now visa approval
Course: Masters in Construction management 
First Attempt
Visa Officer: female age 38
Applied through : consultant 
Note: MUST READ TILL END
VO: Hello good morning how are you?
ME: I am fine maam.
Vo: Give me your documents.
Me: Handed over my documents to her.
VO: Put your fingers for print
ME: fine
VO: Q1. Which course u applied?
Me: I applied for construction management 
VO: Q2.Tell me about your undergrad degree?
ME:. Its Civil engineering 
VO: Q3. Have you applied to other universities
ME: yes i applied UIL, IIT, ASU and UNT as received postive response from all. 
VO: Q4.  Where did you graduated from?
ME: University of Engineering Technology Taxila    
VO: Q5. Who is supporting you?
ME: My father
VO: Q6. Have u ever been to any country? 
ME: Yes went to Dubai and Azerbaijan for tourism
VO: Q7. What you father do?
ME: .He is a contractor 
VO: Q8. When did your degree completed?
ME: 2020 Sept 
VO: Q9: What were you doing in this study gap?
ME: Worked as a construction manager in my fathers company
VO: Q10.Ok tell me will u come back to pakistan? 
ME: for sure 1st want to come back for my father and his company 
And secondly for my country to support and implement my skills in every field of construction. 
After typing for 2minutes 
VO: Wellcome to the state. Your passport will be delivered to you in 2 to 4 business days.
These questions are so simple but in a way its more difficult for those students who are feeling hesitation in front of visa officer.
So the thing all students have to do is Just be confident and look in the eyes of the visa officer. Don’t lie about anything, they already have your background data and talk to them what they ask in simple words. 
Again i want to say that its not dependent on the University u graduated or have been to any country. Main thing is confidence
Special thanks to sir junaid, group admin and all members who are helping everyone.
QRQ4X.com
Aseem
VISA APPROVED on 18 March 2022
Passport received on 26 March 2022
US Embassy, ISLAMABAD
Interview time: 9.00 AM.
Applied to University of North Texas by submitting only application fee 70$ and received I 20 and now visa approval
Course: Masters in Construction management 
First Attempt
Visa Officer: female age 38
Applied through : consultant 
Note: MUST READ TILL END

VO: Hello good morning how are you?
ME: I am fine maam.

Vo: Give me your documents.
Me: Handed over my documents to her.
 
VO: Put your fingers for print
ME: fine

VO: Q1. Which course u applied?
Me: I applied for construction management 

VO: Q2.Tell me about your undergrad degree?
ME:. Its Civil engineering 
 
VO: Q3. Have you applied to other universities
ME: yes i applied UIL, IIT, ASU and UNT as received postive response from all. 

VO: Q4.  Where did you graduated from?
ME: University of Engineering Technology Taxila    

VO: Q5. Who is supporting you?
ME: My father

VO: Q6. Have u ever been to any country? 
ME: Yes went to Dubai and Azerbaijan for tourism

VO: Q7. What you father do?
ME: .He is a contractor 

VO: Q8. When did your degree completed?
ME: 2020 Sept 

VO: Q9: What were you doing in this study gap?
ME: Worked as a construction manager in my fathers company

VO: Q10.Ok tell me will u come back to pakistan? 
ME: for sure 1st want to come back for my father and his company 
And secondly for my country to support and implement my skills in every field of construction. 

After typing for 2minutes 
VO: Wellcome to the state. Your passport will be delivered to you in 2 to 4 business days.
These questions are so simple but in a way its more difficult for those students who are feeling hesitation in front of visa officer.
So the thing all students have to do is Just be confident and look in the eyes of the visa officer. Don’t lie about anything, they already have your background data and talk to them what they ask in simple words. 
Again i want to say that its not dependent on the University u graduated or have been to any country. Main thing is confidence
Special thanks to sir junaid, group admin and all members who are helping everyone.
"
331,"
Salam every One.
first I got regular appointment on  26 Aug ,but my classes will start on 23 Aug,so i applied for emergency Appointment Request, they accepted my emergency appointment request but now in calendar there is no date before 26 Aug they are giving only 3 september. Any way to get date in last week of july or first week of august? 
 Emergency request has already been approved, why an early date is not showing ? 
Is this problem with me only or with every one ? 
Any … 
See more
"
332,"
F1 Visa
Consulate: Karachi
Attempt: 01
Bachelor's in EE with 3.5 CGPA
Duolingo :120
Status: Refused
Illinois Institute Of Technology
13-03-2023
VO: Good Morning, Pass me your i-20 and passport
Me: Good morning , yes sure
VO: Why USA?
Me: Because I wanted to explore the market of embedded system so that later in pakistan i can have a great business out of it. When i did research , i  figured out that US is on the top of list and has a great embedded system market  then i thought what can be better than this studying within USA. So I chose USA for my study.
VO: Why this University?
Me:  To be very honest,  this is the only university i got admit from, for the program that i wanted to study like masters in electrical and computer engineering with specialization in embedded system.
VO: How many universities did you apply to?
Me: I applied to four universities 
VO: And which universities?
Me: I applied to North Eastern, Dayton, Texas Tech and IIT.
VO: So you got only  one admit?
Me: No, i also got admission from Dayton but for computer science not for Electrical engineering program that i wanted to do, yet  they have not told me their decision for my application of electrical engineering.
VO: Then why not Dayton? (in loud voice with reactive face )
Me: Because I wanted to do masters in electrical engineering with specialization in embedded system and yet they have not told me their decision for my application of electrical engineering so that's why I chose IIT.
Sorry you are not eligible for visa
Dear members please indicate where i did mistakes and what things should i avoid for my second attempt.
Please suggest so i should not do mistakes in second attempt
Thanks
"
333,"
#refused
 
#VisaRefused
US visa interview 29 July 2022
Karachi Consulate
2nd Attempt
University: Gannon University
Program: MS in Information Technology.
Status Refused under 214b
Vo was a Lady.
Time Slot 8:15
NO GRE
DuoLingo 120
GPA 2.4
Me - good morning
Vo - good morning
Vo - please scan your fingers.
VO: Pass me Your passport n documents.
Me: Here it is
Vo - Why do you want to study in the USA?
Me - Because my background is in IT and Universities in USA are doing lots of research in IT so I want to gain the latest knowledge in my field.
Vo - Why this University?
Me - Because their curriculum is very good the course I want they are offering that course like database implementation and design, Introduction to cloud Networks, and the alumni of that university are placed in good company.
Vo - have to talked to any student or any alumni of this university?
Me - No just got this information from Linkedin.
Vo - what is your current job?
Me - I am a Digital Marketer in a Company.
Vo - Who is sponsoring you?
Me - My Father.
Vo - What does he do?
Me - told
Vo - how much he will earn?
Me - told
Vo - Have you changed anything this time in Application?
Me - No
Vo - Sorry I can't give you a visa you can apply next time. There are details in print.
Me - thank you.
I want a suggestion
-- I want to apply for 3rd time so do I have to change my university or if I change my university so what is the best possible answer to that question why did I change my university?
"
334,"
Visa interview experience
13-04-22
Karachi Consulate 
Status: Approved
VO:Hi how are you
Me:I am good what about you
VO:Good. Put your hand for fingerprint.
Me:Done
VO: Pass me your documents
Me:Done
VO:Why did you choose this university?
Me:During my bachelor's degree one of my professors recommended me this university.
VO:What is your major?
Me:MS Electrical Engineering 
VO:What did you study in your bachelor's program and when did you graduate?
Me:I did a bachelor's in Electrical Engineering and I graduated in December 2021
VO:Do you have any parents or grandparents living in the US?
Me:No
After seeing that I received a scholarship on my I-20, she looked at me and gave a positive expression.
VO:Who is your sponsor?
Me:My father 
VO:What does your father do?
Me:Told
VO:Will you come back to Pakistan after completing your masters?
Me:Yes
VO:And what do you aim to do?
Me:I aim to work at KE
After typing for about 30 seconds she said Congratulations your visa is approved, you can collect your passport in 2-4 business days.
Note:
She did not see any of my documents, not even my bank statement.
Before me, she rejected an F1 visa application and put another one in the administrative process.
"
335,"
Hey guys,
I've created a poll, just want to know how many of you are under AP (221g). It's just for *PHD students* going on funded positions or HEC scholarship!
1. Those who gave visa interview in October.
2. 
Those who gave visa interview in November.
3. Those who gave visa interview in December.
AP November
34%
AP October
19%
AP December
18%
Got approval on spot
23%
Added by 
Tayyab Shinwari
AP August
3%
Added by 
Muhammad Asif Khan
apply for next intake
3%
Add poll option...
Kw5O6FPj.com
Hey guys,

I've created a poll, just want to know how many of you are under AP (221g). It's just for *PHD students* going on funded positions or HEC scholarship!

1. Those who gave visa interview in October.
2. Those who gave visa interview in November.
3. Those who gave visa interview in December.
dt5DOVYe4kJdaEjRGxnL2mfIRjq7H6fENMsHy1RRmoxyJcf4VRKoqtopMcKlG1qEJPo
27
14
Like
Comment
Send
Facebook
Facebook
Facebook
Facebook
Facebook
Facebook
Facebook"
336,"
Time: 8:15 am
Karachi embassy
Date:28 july 2022
Visa type : B1/B2
Status: Alhamdulliah approved
(Vo 
was a Man)
VO:- Good morning plz pass your passport.
Me:- good morning sir
VO:- Put your four fingers left hand and then right hand. And then 2 thumb toghether.
Me:- sure Sir...
(After scanning  fingers)
VO: what are you doing?
Me:  I am high school teacher and  also iam master trainer. I describe my responsiblities but he stop me.
VO: great then he is smiling and told me your all responsibilities are mentioned I can see it.
VO: So why are u going to USA?
Me: I want to attand health and hygiene confrance.
VO: Where is held that confernce.
Me: its helt at north chorolina chapel hill and I want to attand that to make a networking with them and to gain some knowledge.
VO: you also visited USA before?
Me: yes sir I was slected teaching excellence achivement fellowship on 2018 and I spend 6 weeks at Virginia tech blacksburge.
VO: wow thats  great.
Continously he is typing...
VO: SO, now this time your father is sponsring you?
Me: no sir i will pay my all expensess by me and i have all fess payment and accoumndation docoments with me.
Vo: thats fine we  dont need any docoments from you.
Me: ok sir
Vo: oh are you married?
Me: yes sir
VO: so your husband is also going with you?
Me: No sir he is not going with me he is return back from USA few months ago he is also US alumni and he is slected hobert humphery fellowship on 2021.
VO: wow thats amazing.
Congrats, I am approving your visa! Have a nive day. he give me yellow slip..
Ak bat ju mene note ki wo ye k mostly female ju intrw le rahi thi wo reject kr rahi thi.
"
337,"
Visa Approved
-First Attempt
-Islamabad Embassy
-7th January 2021
Profile
-Done Bacherlors in Pakistan(BBA Hons)
-CGPA for BBA(confidential)
-Applied for Masters(MBA)
-No IELTS
-No GMAT/GRE
-No SAT
-No Consultant/Agent
Interview Experience
Time 11:00 am 
Arrived Embassy at 10 but due to bad shuttle service i checked in to US Embassy at 11:20.
VO: pass me your I-20 and Passport
Me: gave
VO: why this school?
Me: because this school has a less strength of students so teachers and students can communicate easily and proffessors know the students individually i think this a best thing for studying masters.
VO: what does your sponsorship do? 
Me: my sponsor is my Father and he’s a Government employee, he’s serving this organization for a long time now as a Chief accountant and he’s now an Executive Officer etc etc,
VO: (again asked alot of questions regarding my dad’s designation, company name, whether its private or government etc etc)
Me: told everything again or repeatedly
VO: how many schools have you applied? 
Me: i have applied to 4 more school (but in real i’ve applied to more schools than these)
VO: tell me the names of the school?
Me: told 4 names
VO: good Junaid your visa is approved.
Me: thank you sir( he didnt looked at me neither he answered me lol) 
So i recommend you never loose hope, and for Visa Approval it all comes down to you, your confidence and how you listen to VO and how you deliver your answers. No profile matters, no bank statement not anything. 
Thank you!
"
338,"
Anybody who's visa got accepted recently and applied for Saint loius university 
Also my father is living in USA is this a drop point??
My interview is scheduled for tomorrow
Please help
"
339,"
Hello everyone,
I got my visa approved, but have received this message after some time:
A U.S. consular officer has adjudicated and refused your visa application. Please follow any instructions provided by the consular officer. If you were informed by the consular officer that your case was refused for administrative processing, your case will remain refused while undergoing such processing. You will receive another adjudication once such processing is complete. Please be 
advised that the processing time varies and that you will be contacted if additional information is needed.
What are the possible outcomes of this? Can anyone please guide?
"
340,"
Hello Everyone, I am sharing my experience of todays visa interview.
Date: November 7, 2022
VISA Rejected 
VO 
was female and was rejecting most of the candidates and i am pretty sure she was annoyed with the behaviour of candidates she was rejecting. 
She requested the documents i.e, passport and F1 with out any greetings.
VO: why do you want to go to US
Me: To complete my master from sanit paul state university.
VO: Where is that ? 
Me: Minnesota
VO: How did you find it ? 
Me: A senior colleague who us working in my company has completed the same program and he referred it to me. 
VO: Have you applied to any other university?
Me: No, I only applied to this university.
VO: who is sponsoring you ?
Me: I am sponsoring myself, i have been working from more than 9 years and on side i also trade cars. These are some of my investments that I have liquidated for my education.
VO: Have you ever travelled before?
Me : Yes 
VO: which countries?
Me: Turkey and Malaysia.
VO: where do you work ?
ME: I am working in XYZ company.
VO: what is your position?
ME: I am working as a ____ Manager
VO: any of your family member have completed a degree from USA?
Me: Yes, my cousin has compelted the degree from California state university.
VO: I am sorry you are not eligible, and handed me the yellow letter.
She didn’t even ask me to show the financial documents or any other documents. I am not sure where did I do wrong. What should I do ? Should I apply for 2nd attempt right away or wait ? Also do i have to change anything in DS-160 ?
"
341,"
My first visa interview Experience 
Date 10 September 9AM
Me: Good Morning sir 
Vo: Good morning
Vo: Pass me your documents and scan ur fingers … 
See more
"
342,"
Few basic recommendations for US Visa interview, how to fill ds160 and mistakes to avoid.
 Make sure your DS160 replicates your i20. 
( i.e. If you are going for masters which is normally for 2 years and you are planning to complete it in 1.5 years then you still need to put the same program completion date, which is in your i20.)
( 
i.e. whatever program name is written on your i20, write the same in DS160 form as well. Like: if it is Marketing/Marketing Management/ General 52.4527.36 then write exactly the same in ds160 rather than just Marketing.)
 Make sure you fill the ds160 form by yourself and from one location. Even if you have hired consultant, fill it by yourself. Don’t give your consultant access of it. Just ask consultant for help if stuck on any question. Because at the end of ds160, there is a question that did you get help from anyone while filling this form? When consultant fills it for you and select No, and when Officer checks the ip address and it matches the consultanting firm location, it shows that you are lying, then they won’t believe a single word you utter(even though if it is true.) 
 If refused before then simply type in refusal box that you were refused for F1 visa under section 214b on xyz date, month, and year. That is it. No need to write stories. 
 If refused before, don’t change the college in 2nd attempt because it contradicts what you said about the college chosen in first attempt and shows you were not serious about it and you just chose that college because of consultant. If it was community college then it makes sense to change it because VO’s are tough with candidates who went with community college because it is easy to get into it. 
If asked, what have you changed in your profile? Never say nothing, I repeat Never. You have to say Yes and then it just depends upon case to case how you answer.
 When asked any question, don’t give one word answer. You also don’t need to exaggerate.
(I.e. if asked about sponsor and you father is your sponsor then your answer should be something like: My father will be my sponsor, he is a businessman and does a business of xyz and he is being doing that for xyz years. Don’t make them dig info out of you. If given opportunity tell them about it. I repeat, don’t exaggerate.
 Those who have shown off on their Daddy’s cash and uploaded something on social media that is violent like: holding a gun then delete it.
 There is no color concept when it comes to slip you get!
 Finally, luck does matter. (But not when you beg them to refuse you) 
Good Luck. 
#us
 
#USVisa
 
#ds160
"
343,"
Hello Everyone, I am sharing my experience visa  interview.
please give some suggestion, what I did mistake in my interview.
#VisaRefused
#1stAttempt
My Visa Experience
karachi US Consulate.
Interview date: 18 Jan.
Class start date: 31 jan.
Interview time: 9:00am. 
University: Maharishi international university
VO was Korean man.
ME: Hi officer Good morning!
Vo: No Reply.
Vo: Pass me your documents...
Me: Here are.
Vo :Why you are going to US?
Me: I am going to Pursue my Mester in Computer science from MIU.
Vo: who is your Sponsor?
Me :well, initially I am paying $5000 for my tuition fee and $2000 for my expenses and also the university is providing me financial award.
VO: Why this university?
Me: Well, the curriculum of this university  is matching to my interest, such as advance java programming, web application programming, Enterprise Architecture, could computing, database Management system and many other advance courses they will taught. with such advance courses will polish my skills and will lead me to a senior software developer in my current Company. 
Apart from this I have interest in meditation and they are offering Meditation course. they are offering block system. also they are providing me CPT (curriculum practical training).
VO: You are currently working?
ME: YES sir, I am working as a java software developer XYZ. 
Vo: (the visa officer gave me the documents and the white Refused slip and told me) Sorry I can't offer you visa this time because the US visa policies are very strict these days.
Please give some suggestion,what I did mistake in my interview.
"
344,"
Hello everyone,
Location: Europe
Visa type: J-1
Decision: refusal 221g, reason administrative processing
I have applied for J-1 visa a month ago, and submitted everything that they ask, and what it is needed.
I have history of a J-1 visa and a B-1 approved visa already, so I was quite sure that I can’t be refused.
Plus I am studying in Eu having European PR.
So my mind is basically clueless why does it happened? The interviewer ask basic questions and give me the white paper along with my passport, marking the reason mentioned above.
When I asked him what to do, he explained that I am going to receive an email in couple of days, and I have to respond carefully.
After that, they will tell me the next steps if it is needed(approved).
I have some confusion, as I am panicking now, I have already did so much in my host university the paper work and everything and the project with the american university is decided and they are waiting for me to join from April.
If anyone has an idea what they will ask in the email? And how long it takes to receive of everything goes right?
MY previous experiences takes one week after interview to receive the passport, but this is unexpected for me so I will appereciate the response from the people who have the same experiences.
Thank you all!
"
