Unnamed: 0,0
10,"
Visa Approved in the third attempt!
Sharing this experience as a hope for many of you guys who will be appearing in their third attempt. I was refused twice in May and June from Islamabad Consulate. I applied again with the same profile after deferring my admission in the Karachi Consulate. 
I was refused first time around for showing myself self sponsoring my education even though I wasn't doing any job and my father had given me the funds back then too. It was a blunder from 
my side in the first attempt. 
2nd time around, the interview lasted only a minute, before visa officer refused me without asking any major questions. It was quite tough to gather the confidence for applying again after such an interview. 
Interview on 26th October.
University of Houston.
Master's in Industrial Engineering.
Karachi Consulate. 
Visa officer was an American Male in his 40's. 
When I reached the counter, we greeted each other and after that there was a pause of around 2-3 minutes without Vo asking me anything as he was going through my profile. 
Vo: Tell me about your parents.
My mother is a housewife. My father is an industrialist, we have have a business of manufacturing of adhesives and lubricants which my grandfather started 50 years back and after him his sons are managing it now and also the reason why I want to do industrial engineering, as I have to comeback and manage it afterwards.
Vo: In how many uni's did you apply?
I applied to a total of 5 uni's, out of which I got accepted into 4 of them. I applied to Clemson University where I got rejected from, and I got acceptances from UIC, USF, FSU and UOH where I'm going. Among them I choose University of Houston because Houston is a big industrial city and UOH has strongly industrial affiliated faculty. There are couple of professors at UOH, who take their students for industrial visits every week as part of their curriculum which enhance their practical knowledge which I'm looking for. 
I was quite animated at this moment and was making some hand gestures which annoyed the Vo. He asked me to stop doing that and answer him as I was talking to a friend. 
Vo: So you have one brother who is handling your family business? (I don't know where he got this from)
I told him that I have two elders brothers and they are also handling the business and well.
Vo: Have your brothers also studied from aboard?
No. They have got their education in Pakistan. 
Vo: Why do they want to send you abroad?
Told the visa officer how many brothers always wanted me to get the exposure and how they have always encouraged me to pursue education from abroad. I did an Aiesec internship in 2019, mentioned that too.
After this the Vo stopped asking questions and tried to make a decision but he was undecided at this time. I asked him I could help him with anything else but he said that he is not sure either way right now. I asked him should I tell him about why choose Industrial Engineering in the first place. He said no and that I would have read the website and would just pour it all out on him. 
I said no, just let me explain why I wanted to do Industrial Engineering.
Told him about Industrial Engineering and how USA is the pioneer of this field and that only a couple of uni's in germany and canada are offering this course with the same curriculum. Also mentioned that I have acceptances from Canada and Australia as well but I choose USA because of their quality etc.
Vo: Did your Visa also got rejected from Canada and Australia?
No. I didn't apply for Visa there, as I wanted to study Industrial Eng and my courses were different there.
Vo was still undecided trying to make a decision.
Vo: How big is your industry.
Told him about the number of people working there.
Vo: Okay, tell me about your time at Turkey.
Told him about Aiesec and how this internship gave me exposure and boosted my confidence etc. 
Eventually, the Vo handed me the blue slip. 
Vo: Enjoy your time in the USA.
lpq2hFJ.com
Muhammad
Visa Approved in the third attempt!

Sharing this experience as a hope for many of you guys who will be appearing in their third attempt. I was refused twice in May and June from Islamabad Consulate. I applied again with the same profile after deferring my admission in the Karachi Consulate. 

I was refused first time around for showing myself self sponsoring my education even though I wasn't doing any job and my father had given me the funds back then too. It was a blunder from my side in the first attempt. 

2nd time around, the interview lasted only a minute, before visa officer refused me without asking any major questions. It was quite tough to gather the confidence for applying again after such an interview. 

Interview on 26th October.
University of Houston.
Master's in Industrial Engineering.
Karachi Consulate. 

Visa officer was an American Male in his 40's. 

When I reached the counter, we greeted each other and after that there was a pause of around 2-3 minutes without Vo asking me anything as he was going through my profile. 

Vo: Tell me about your parents.
My mother is a housewife. My father is an industrialist, we have have a business of manufacturing of adhesives and lubricants which my grandfather started 50 years back and after him his sons are managing it now and also the reason why I want to do industrial engineering, as I have to comeback and manage it afterwards.

Vo: In how many uni's did you apply?
I applied to a total of 5 uni's, out of which I got accepted into 4 of them. I applied to Clemson University where I got rejected from, and I got acceptances from UIC, USF, FSU and UOH where I'm going. Among them I choose University of Houston because Houston is a big industrial city and UOH has strongly industrial affiliated faculty. There are couple of professors at UOH, who take their students for industrial visits every week as part of their curriculum which enhance their practical knowledge which I'm looking for. 

I was quite animated at this moment and was making some hand gestures which annoyed the Vo. He asked me to stop doing that and answer him as I was talking to a friend. 

Vo: So you have one brother who is handling your family business? (I don't know where he got this from)

I told him that I have two elders brothers and they are also handling the business and well.

Vo: Have your brothers also studied from aboard?
No. They have got their education in Pakistan. 

Vo: Why do they want to send you abroad?
Told the visa officer how many brothers always wanted me to get the exposure and how they have always encouraged me to pursue education from abroad. I did an Aiesec internship in 2019, mentioned that too.

After this the Vo stopped asking questions and tried to make a decision but he was undecided at this time. I asked him I could help him with anything else but he said that he is not sure either way right now. I asked him should I tell him about why choose Industrial Engineering in the first place. He said no and that I would have read the website and would just pour it all out on him. 
 
I said no, just let me explain why I wanted to do Industrial Engineering.

Told him about Industrial Engineering and how USA is the pioneer of this field and that only a couple of uni's in germany and canada are offering this course with the same curriculum. Also mentioned that I have acceptances from Canada and Australia as well but I choose USA because of their quality etc.

Vo: Did your Visa also got rejected from Canada and Australia?
No. I didn't apply for Visa there, as I wanted to study Industrial Eng and my courses were different there.

Vo was still undecided trying to make a decision.

Vo: How big is your industry.
Told him about the number of people working there.

Vo: Okay, tell me about your time at Turkey.
Told him about Aiesec and how this internship gave me exposure and boosted my confidence etc. 

Eventually, the Vo handed me the blue slip. 
Vo: Enjoy your time in the USA.
"
11,"
My visa experience
Status: refused
Embassy: Islamabad
VO: hi good morning pass me your documents
I 
passed the passport and i20
Vo: what are you going to study.
I am going to study doctorate of business administration.
Vo: why this university?
I did a lot of research about other universities as well and i have gone through this university in detail attended online webinar and open house orientation, and find out that the course work fit perfectly with my career goals also this university is financially affordable for me.
VO: who going to sponsor you?
I am going to sponsor myself, i have sufficient funds
VO: and where does that funds come from?
I told her that i do job i work as a xxxxx.
Vo: she what company and salary.
Told her and she gave me the while slip. (214b)
After that i figured out that
My university told me the total expenses for 1 year are $15k but in i20 form they mention total expenses for 7 months are $15k. Can that be a reason? Although i showed the available funds of 21k but it was same for 7 months.
Ps i have been working for last 7 years and my both of my previous degrees are in same field
Any suggestions how do i improve my case before 2nd attempt.
JazakAllah
"
12,"
Status refused 6th March
My interview lasted for 10 minutes atleast everything was going in order. I dont know what is the reason of my  refusal. Experts please tell me what should i do now.
Me. Good morning
Vo. No reply. Give me your i20 and passport
Me. Gave
Vo. 
Why usa
Me. I have placed usa universities in the top of my list because it is the most popular destination for studies among foreign students, usa has prestigious universities in the world. Degree obtained from usa has much more worth then any of other countries here in pakistan. They also offer practicle courses, flexible education and cultural diversity further enhanced the educational experience. 
Vo. what are you going to study
Me. I going to peruse masters of cyber security.
vo. Why this uni?
Me. UD offers students a real world education, besides that I was also in contact with my professor. she has worked in industry and also her research, work, knowledge and contribution to this department are exceptional which also matches with my interest. This made me select this univeristy.
Vo. why this course?
Me . I am already working as a security analyst in xyz company, which is not sufficient for me as it requires tremendous amount of knowledge and skills to analyse and stop digital threats. This degree is exactly my field. It will not only enhance my knowledge but provides me the expertise which I can opt in to my field to perform even better.
VO.  Who is your sponsor 
Me. my uncle is my sponsor and he is  resident in usa
Vo. What he do there.
Me. He was a international cricketer and also working in xyz company as a network security engineer.
He. How much he earns
Me. told 
Vo. why will he sponsor you and not your father.
Me. TBH I got my admission way earlier then I thought  so my father was not able to show the bank statement of last six months because we have such business where we reinvest our profits back to business every after 8 months and then we get profit 2 times more. So that's why my uncle is sponsoring me.
Vo. is he married?
Me. yes
Vo. how will he bear your expenses while having his own kids.
me. All of his kids are under 12 years of age. by time he will finance his kids education. I would be graduated till then. how ever he is rich and he can bear the expenses together.
Vo. what are your plans after your masters.
Me. I will get back to my country as i am already into a legal contract with a company where they offered me cyber security role with 2 times salary. also I got engaged recently so I'll.mary my fiance after coming back.
Vo. Sory, we can not approve your visa this time and gave me slip.
Experts please tell me where did I go wrong.
"
13,"
Status: Refused
Embassy: Karachi
Time: 8:45 a.m
Interview time: 9:15 a.m 
Me: 
Heyy, Good morning how are you..?
V: Good morning I'm good. Can you pass me you passport and documents?
V: Gimme a minute ... Typing
V: Why ah which program did you apply for?
Me: MSBA== Master of Science in Business Analytics 
V: Where did you apply and got accepted?
Me: I applied to 8 different universities but chose the university of Hartford Connecticut as it is among 5% of world's best business schools and also the insurance capital of world which offers exceptional internship linkages with University which will help me get hands on experience of using big data and key points of handling business profits based on data.
She didn't say anything so I said I also got scholarship from Hartford $4000 and you can view my scholarship too
She didn't see or respond 
V: Asked me with a hand gesture to stop and questioned
So will you work at the insurance company?
Me: No, I want to work with my father for his business.
V: And your father does?
Me: He has a wholesale business of mobile accessories and electronics
V: What do you want to do after in long run?
Me: I plan to come back to Pakistan and help my father with his business as he had built this company from 2004 and did well to support me for my higher education. 
You can view these property documents 
V: She said no need and started looking at her computer 
Me: So by doing my masters I will be able to generate data driven decisions and  by the help of applying my practical skills that I will get at university I will be able to flexibly decide which department best fit my career like Marketing Analyst, Financial Analyst or Business Strategic Analyst.
She kept looking so I continued As per In long run I will also get a chance to start my own consultancy to help businesses in Pakistan to provide them with support of business Analytics and deal with strategic business decisions. As 60% of businesses fail in Pakistan due to poor decision making and not using existing data or business forecasts to generate insights.
V: Can you pass me the bank statement?
Me: Sure okay here you go.
V: How many siblings do you have?
Me: I have 4 siblings 3 brothers and 1 sister
V: What do they do? 
Me: My brothers work and my sister studies accounting.
V: Do you have any relative in USA?
Me: No
V: And you were Currently Were you working at JTR?
Me: Yes, I was working.. before I can complete my answer she said is that the same as your father's company?
V: Then she left saying gimme a moment
Came back silent and Sorry you did not qualify
Me: please state the reason?
V: you will be emailed.
Me: I looked at her and picked me stuff and left.
Kindly share what went wrong from your experience.... And what to change for reappointment?
"
14,"
Us visa interview today
Status Refused under 214b
Vo was a male.
Me - good morning
Vo -good morning
Me - 
how are you
Vo - good how about you
Me - good
Vo please scan your fingers.
Did
Vo - why are you going to US
ME - IM going to the US for my bachelors degree in computer science from the university of central florida.
I made a mistake by answering more. I said i choose it because of its innovation programs.
Vo - what is innovations.
Me - it is ranked as the most 
Interrupted.
Vo - no what is innovative program.
Me - i cleared him due to the ranking and its research 
He kept typing for a minute.
Vo - you are refused.
Me - thank you.
Will apply again please guide me what to do
"
15,"
NEED URGENT HELP. 
Previously, I applied through a consultant, unfortunately, and my visa was refused. 
This time, i have did everything on my own and i have received my i-20 and i want to take an Embassy appointment. I asked the consulatant can you just take an appointment for me, he is saying “I am Busy, i’ll do it when i have time”.  And he also isn’t giving me the credentials of the portal. 
Can you please let me know, for taking an embassy appointment, as i am in a refused 
category, do i need to use the same account of US Embassy portal by which my DS-160 was submitted earlier and i took my appointment?
"
16,"
14 September
B1 B2 visa refused
Mode Urdu 
Why you want to go to the USA 
I 
want to meet my brother and nephews
What does your brother
Uber driver and scrap business
What do you
I am a lecturer and doing a PhD
How many countries visited
Uae Qatar saudia
Additionally I told him I go to UAE Qatar Dubai every year for a short term job
Instantly he replied that sorry rules are strict and give me yellow slip
A lot of people received yellow slips today only one older woman and 2 kids got green slips .
Now I got a 3 month short term Saudia company visa basic salary 3800 can I apply again from Saudia?
"
17,"
Visa Refused 214-B
ISB 
Embassy
 
1st ATTEMPT in August
-- Good Morning… 
See more
"
18,"
Visa Status: 𝐑𝐄𝐅𝐔𝐒𝐄𝐃 𝐮𝐧𝐟𝐨𝐫𝐭𝐮𝐧𝐚𝐭𝐞𝐥𝐲.
1st Attempt
ISB Embassy
Course: M.B.A (MIS concentration)
Interview Date: 22nd August 2023.
The Visa Officer (VO) was a middle aged Asian man. 
All the students were getting rejected in max 2 mins.
VO: 𝐦𝐨𝐫𝐧𝐢𝐧𝐠. 𝐏𝐥𝐞𝐚𝐬𝐞 𝐩𝐚𝐬𝐬 𝐦𝐞 𝐲𝐨𝐮𝐫 𝐩𝐚𝐬𝐬𝐩𝐨𝐫𝐭 𝐚𝐧𝐝 𝐈-𝟐𝟎.
Me: hello, morning (handed them over).￼
VO: 𝐰𝐡𝐲 𝐡𝐚𝐯𝐞 𝐲𝐨𝐮 𝐂𝐡𝐨𝐬𝐞𝐧 𝐔𝐒? 
Me: i have Chosen US to study MBA at Long Island University Brooklyn. This decision of mine is deeply rooted to my commitment towards our Family’s business. With a background in BBA and specialization in management, i wanted to study a blend of business administration as well as technology driven solutions so that i can help modernize and expand our family’s business here in Pakistan and for that kind of and exposure and learning, i think US is the place to be. 
(Long pause)
VO: 𝐡𝐨𝐰 𝐮 𝐜𝐚𝐦𝐞 𝐭𝐨 𝐤𝐧𝐨𝐰 𝐚𝐛𝐨𝐮𝐭 𝐭𝐡𝐢𝐬 𝐮𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐲? 
Me: so I actually came to know about the University by watching videos of Dr. Edward Rogoff over YouTube. He’s a very famous writer, as well as a former dean of a Long Island University’s school of Business. His research and publications over the areas of entrepreneurship and small business management have been very helpful and impressive for me to say the least. 
(VO was typing while looking at me at the same time and I maintained my composure and answered very confidently)
VO: 𝐡𝐚𝐯𝐞 𝐲𝐨𝐮 𝐜𝐨𝐦𝐩𝐥𝐞𝐭𝐞𝐝 𝐲𝐨𝐮𝐫 𝐠𝐫𝐚𝐝𝐮𝐚𝐭𝐢𝐨𝐧?
Me: Yes! I completed my graduation in July 2023. 
(Long pause)
VO: 𝐇𝐚𝐯𝐞 𝐲𝐨𝐮 𝐛𝐞𝐞𝐧 𝐭𝐨 𝐭𝐡𝐞 𝐔𝐧𝐢𝐭𝐞𝐝 𝐒𝐭𝐚𝐭𝐞𝐬 𝐁𝐞𝐟𝐨𝐫𝐞? 
Me: No, this is going to be my first time. 
VO: 𝐲𝐨𝐮 𝐭𝐨𝐨𝐤 𝐆𝐑𝐄 𝐨𝐫 𝐆𝐌𝐀𝐓? 
Me: I didn’t take either of them. I only took duo-lingo where i scored a 140/160. 
VO: 𝐭𝐡𝐚𝐭’𝐬 𝐠𝐫𝐞𝐚𝐭. 𝐀𝐧𝐝 𝐲𝐨𝐮𝐫 𝐟𝐚𝐭𝐡𝐞𝐫 𝐢𝐬 𝐠𝐨𝐢𝐧𝐠 𝐭𝐨 𝐟𝐮𝐧𝐝 𝐲𝐨𝐮𝐫  𝐭𝐫𝐢𝐩? 
Me: Well my parents as well as my grandfather are going to sponsor my tution. 
VO: 𝐰𝐡𝐚𝐭 𝐝𝐨 𝐭𝐡𝐞𝐲 𝐝𝐨? 
Me: My mother is a banking officer at BOP, my father is a supervisor of operations at XYZ Company and my grandfather runs the Airline ticketing agency. 
(Again pause) i said, I also received a scholarship from LIU if u’d like to take a look at it. 
VO: 𝐧𝐨. 𝐈 𝐛𝐞𝐥𝐢𝐞𝐯𝐞 𝐲𝐨𝐮. 
(Long pause, i wanted to speak but I didn’t want to sound desperate so i kept quiet) 
VO: 𝐬𝐨 𝐡𝐨𝐰 𝐦𝐮𝐜𝐡 𝐢𝐬 𝐲𝐨𝐮𝐫 𝐬𝐜𝐡𝐨𝐥𝐚𝐫𝐬𝐡𝐢𝐩 𝐚𝐦𝐨𝐮𝐧𝐭. 
Me: it is 6 thousand dollars. It isn’t mentioned on my i20 as I received the scholarship after I’d received my i20.
VO: 𝐨𝐤𝐚𝐲 𝐬𝐨 𝐭𝐡𝐢𝐬 𝐬𝐜𝐡𝐨𝐥𝐚𝐫𝐬𝐡𝐢𝐩, 𝐢𝐭 𝐚𝐩𝐩𝐥𝐢𝐞𝐬 𝐨𝐧 𝐲𝐨𝐮𝐫 𝐭𝐮𝐭𝐢𝐨𝐧 𝐟𝐞𝐞? 
Me: Yes, it applies on my tution fee. 
(Again a Long pause and he was watching my i20 and then the computer screen) i said I have the financial documents with me if you’d like to take a look. 
VO: 𝐧𝐨 𝐧𝐞𝐞𝐝 𝐟𝐨𝐫 𝐭𝐡𝐚𝐭. 
After almost 5 minutes and hovering his hands over the slips, he gave me a yellow Slip. 
VO: 𝐢 𝐚𝐦 𝐬𝐨𝐫𝐫𝐲. 𝐒𝐞𝐜𝐮𝐫𝐢𝐧𝐠 𝐚𝐧 𝐅𝟏 𝐕𝐢𝐬𝐚 𝐢𝐬 𝐫𝐞𝐚𝐥𝐥𝐲 𝐡𝐚𝐫𝐝 𝐧𝐨𝐰𝐚𝐝𝐚𝐲𝐬.
I was completely shocked as my interview went for more than 15 minutes and he seemed pretty satisfied over my answers. Seeing me, He said SORRY again as i was leaving the counter. 
Haven’t been able to figure out what went wrong and how to overcome this. I have been thinking about my interview and my rejection non-stop since that day. Your suggestions and advisories are really appreciated.
"
19,"
F-1 Status : Refused 
Visa interview experience!!
Arkansas Tech University
ICS 76% 2020 
3 Years Gap 
Bachelors in Cyber Security
He didn't even asked for a single document like he already knew he's going to reject me 
Islamabad embassy
8:00 AM full Beard American guy 
Me: good morning
VO: so what university are you going?
Me: I'm going to Arkansas Tech University
VO: ok. What course ?
Me: Bachelor of Cyber Security
VO: why this University ? 
Me: it's Quite Affordable and good university I choose more of 2 but it was good in my budget as I'm going to us so obviously I need
VO:How many siblings do you have?
Me:i have three 
VO: what are they doing?
Me: told
Who's going to sponsor : myself 
VO: what does father do 
Me: told :  he is In Pakistan Airforce at HSM Rank ( not so good) 
Vo:did you have travelled anywhere?
Me: yes many countries and told name
At End : Thanks for coming but now a days rules are strict
Bye bye Ta Ta 
I wasn't prepared and knew that I will be rejected I know myself mistakes that I made
Need suggestions of you guys now
I know university wasn't good
I should never put myself as a sponsor morover cyber security is like into some red flag course
"
20,"
URGENTT!!
Yesterday on 31 oct 2023, my f1 visa was refused and they handed me white slip under section 214b, today 1 nov 2023 i received a call from local number who was saying thay are reviewing my application and that he was from Us Embassy Islamabad, and asked for details that almost the same which i filled in ds160, and to send on this email islamabadDhs@state.gov is it legit, should i send the details, my satatus on official website still shows rejected, also if this is 
legit and has happened to anyone before, what is the outcome of this usually, PlZ reply fast
Rana Ibrar
"
21,"
#visaapproval
Date: 27th December 
Status: Approved (2nd Attempt) 
Embassy: Karachi
Refused on first interview (9th December) 
Master of science in computer Science from University of the pacific. 
In my first attempt, they asked me only four questions and while being financially strong with all good answers, my visa was refused. I applied again a 4 days after my first attempt. 
ME: Good morning Officer,
VO: Good Morning, 
VO: Why you are going to the USA? 
ME: Officer I am going to pursue my master's in Computer Science.
VO: okay so why going to study there?
Me: USA has the highest Academic standard, also they have more hands on practice learning. Apart from this graduating from a USA university can lead me to the senior level job in pakistan.  
VO: Ahaan, So where are you currently working?
Me: I am working as a ******* Engineer at (Company name) 
VO: Sorry as a? 
ME: Told my position, and company name again. 
VO: ahan.. what do you do there?
Me: Told detailed of skills i worked.
VO: How did you applied for this university?
ME: Officer, I applied for total four universities, and I applied through websites. 
VO: Which universities you applied to?
ME: Told all four universities name.
VO: Where is ******** university?
ME: told the city name, after saying it I smiled and said officer at this time even I don’t remember the exact location but it's situated in this city. 
VO: Smiles and said Even i have also heard the university name first time 
So, where is university of the pacific i haven’t heard that as well. 
ME: Officer, it's in Stockton, California even though they have their three campuses and told the other cities name. And i am going to Stockton campus.
VO: Ohh, okay. 
VO: Your fees is quite expensive, who is going to pay it. 
ME: My father is sponsoring me, as he is a Consultant Doctor.
VO: Also, then it's expensive.
ME: Officer, we have assest which worth around ****** in the form of properties.
VO: Okay, so what you have in properties? 
ME: Officer, we have rental properties and (Told total number of Acres) Agriculture lands.
VO: Where are your agricultural land.
ME: told the city name.
VO: Asked again for accurate location.
ME: Told officer in the form of KM away from karachi. And said it’s our village.
VO: then smiles and asked then were you have been affected with the recents floods. 
ME: I said No mam, we are not affected so much then other these areas (stated other cities name)
VO: Okay. 
Then asked me about my brothers and what they do. Also Asked anyone relative in the USA.
After few minutes typing on computer officer gave me pink slip that your visa is approved. 
I believe if you have a good profile and strong financials, one should definitely go for a second attempt right after the refusal. I was not sure at first as I heard many people saying that it's very hard to get cleared in second attempt but never loose hope and stay calm. 
Alhamdullilah things went great and my visa got approved in second attempt!
"
22,"
Visa Status Refused 
Date: 27-Dec-2022 
Time: 9:15 AM
Counter 6 Korean looking American
Khi Consulate 
Me: 
Hello, Good Morning 
VO: Good Morning
VO: Pass me your i-20 and passport 
Me: Passed 
VO: What course are you going to study?
Me: I am going to study Computer Software Technology
VO: Why this course?
Me: told my interest in relative field
VO: Who is going to pay for your expenses?
Me: My father will be sponsoring me 
VO: What does he do?
Me: Told he is a mechanical engineer working in xyz company for xyz time at xyz position.
started typing on the computer….
VO: Do you have family in USA?
Me: Yes my elder brother lives there.
starts typing again and makes a surprised face and hands me a white slip saying sorry you are not eligible under 214 b
Need your help and please tell should I apply again?
Thanks.
"
23,"
Visa interview experience
Location: Karachi
Status: Refused(F1)
VO: Good morning
ME: Good morning, how are you mam (while I pass the i20 and passport)
VO: 
so where are you going?
ME: I am going to Maharishi international university Fairfield to pursue my Masters of computer science program.
VO: iowa (state of USA)
ME: Yes mam
VO: how did you know about the university?
ME: I know the university through my ex collegue and he is in his final year.
VO: means you did’nt apply to other university?
ME: no mam, I have applied in 2 universities but did not complete the process because I get the acceptance letter from Maharishi international university.
VO: why are you undergrade? (with smile)
Me: I was doing a job while studying that’s why.
VO: when you did complete your bachelor’s?
ME: I completed my bachelor’s in 2016 and master’s in 2021.
VO: are you already done your master’s (face expressions changes)
Me: Yes, mam but I did it through online classes and did not done any research work or thesis.
VO: She ask me about the speciliazation? (I assume she was asking about my previous masters).
ME: I said only ( in database mam)
VO: sorry I am not approving your visa better luck next time while seeing my expression)
ME: no problem, mam thank you
Senior’s please guide me what I made mistakes, I told him about my Master because I fill the detail in DS160 also to overcome the study gap?
Can I go again to take the 2nd attempt with same profile or remove the MSCS from the ds160.
Can I get appointment in this month again because my classes are starts on 30-10-2023.
"
24,"
There are no F1 visa refused slots available as of now? Does anyone have an idea when will they be available? Getting tensed right now as the Spring intake is almost here plus the consulate is closed December-Jan due to Christmas break. Would appreciate help.
"
25,"
Yesterday was my appointment of f1 visa interview in Islamabad Embassy at 8:30 AM(4 OCT 2023) But I've got refused under section 214(b), officer handed me a white slip.
Interview Details:
VO: So what are you going to study?
ME: I am going to study Computer Science?
VO: In which University?
ME: 
At Saint Louis University?
VO: How many universities have you applied?
ME: I have applied to total of 2 universities, First Michigan State University and Second Saint Louis University, But I've got accepted from Saint Louis.
VO: Why this university?
ME: Because this university offers specific tracks in AI and machine learning and this programs align perfectly with my personal interests which help me to enhance my programming skill set. Secondly...
VO: He interrupted and said you are nervous calm down.
ME: ok ok ahh So Secondly..
VO: He interrupted and said who is going to sponsor you?
ME: My parents are going to bear all my expenses.
VO: What does he do?
ME: I have explained and he said ok good
VO: But I don't able to understand why saint louis why?
ME: As I've already mentioned this university offers specific tracks in AI and machine learning and this programs align perfectly with my personal interests which help me to enhance my programming skill set. Secondly my uncle who is a Software Engineer in Pakistan graduated from this university also recommends me to go with saint louis and lastly they offers me a handsome amount of scholarship that is quite helpful for me to lower my study expenses.
While I was answering his question he is continuously typing and after one minute he said Sorry I can't give you visa right now.
That's it that was my experience...
And it is requested to seniors to plz guide me what I can do next, what was my mistake. I think i am nervous that's why or I've chosen one of the expensive university cuz its one year fee is 98.744$ but according to this i also have strong bank statement and before my interview I've also prepared from 
Rana Ibrar
 and he also checked all my answers. So plz guide my what can I do now.
"
